Model,Year,Fuel_Type,Transmission,DoorsNum,Condition,Color,Cruise,Leather_Seats,Heated_Seats,Navigation,Owners,Insurance,Service_History,Safety,Premium_Sound,Multimedia,Bluetooth,Wheel,Sunroof,Warranty,TAge,Price,Cylinder_Numbers,Credit_History,Engine_Size,Weight,carlength,carwidth,monthly_mileage,peakrpm,Estimated_Mileage
Honda Pilot,2002,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No,No Service,1 star,No,No,No,Hubcaps,No,33,2,7124.149881,three,0.000865898,1.977112509,3391.992706,193.3,68.5,3471.798678,6265,41661.58414
Ford Fusion,2009,Petrol,Manual,4,Fair,Brown,Yes,No,Yes,Yes,1,Third Party,Full Service,Not rated/Unknown,Yes,No,No,Steel,No,7,2,19832.30778,five,-0.001556772,2.3424681,3728.073081,148.5,63.4,1483.843778,5015,17806.12533
Ford Fusion,2011,Hybrid,Manual,4,Good,Brown,Yes,No,Yes,Yes,3,Third Party,Full Service,5 stars,Yes,No,No,Steel,Yes,32,3,21068.37928,two,0.011677821,2.034945347,3880.040769,163.5,70.1,1344.163461,4349,16129.96153
Toyota Tundra,2015,Hybrid,Automatic,4,Good,Silver,Yes,Yes,No,Yes,1,Third Party,No Service,1 star,Yes,No,No,Steel,Yes,9,1,33382.96582,five,0.002544208,2.914683776,3685.935012,193.5,71.9,755.8023318,6312,9069.627982
Toyota Corolla,2020,Hybrid,Manual,4,Excellent,Black,Yes,Yes,Yes,Yes,1,Comprehensive,Full Service,1 star,No,No,Yes,Forged,No,9,1,30414.44565,six,0.003376027,2.76160514,3496.41431,180.8,61.5,740.5319433,5797,8886.383319
Toyota Tundra,2014,Hybrid,Manual,4,Good,Silver,No,Yes,Yes,Yes,1,Comprehensive,Full Service,5 stars,Yes,No,Yes,Hubcaps,No,15,1,29192.74721,five,-0.00411877,3.10176879,3713.358553,205.4,63,485.8836111,4515,5830.603333
Honda Pilot,2007,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,No,No Service,Not rated/Unknown,No,No,Yes,Alloy,No,22,4,6994.467501,two,-0.004876062,1.829470013,3435.872897,167.9,66.1,3572.403922,4770,42868.84706
Toyota Tundra,2016,Hybrid,Manual,4,Excellent,Beige,No,Yes,No,Yes,1,Comprehensive,Full Service,2 stars,No,Yes,Yes,Hubcaps,Yes,29,3,31690.46809,six,-0.004325582,2.815649126,3582.269274,165.8,70.9,946.8296667,6303,11361.956
Chevrolet Bolt,2019,Hybrid,Automatic,4,Good,Brown,No,No,No,Yes,1,Third Party,Partial Service,4 stars,Yes,No,Yes,Alloy,Yes,21,2,18401.05801,five,0.003944521,2.326926503,3620.402855,162.6,69,1677.850223,5518,20134.20268
Nissan Murano,2005,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,Third Party,No Service,2 stars,No,No,Yes,Forged,No,26,50,9131.403703,three,-0.004209845,1.946032326,3320.917246,198,70.5,3122.9273,6306,37475.1276
Chevrolet Volt,2008,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,44,Collision,Partial Service,Not rated/Unknown,Yes,No,Yes,Chrome,Yes,33,2,19683.18413,4,0.002897749,2.825561764,3923.974208,199.2,71.7,1273.32134,5232,15279.85608
Chevrolet Bolt,2018,Hybrid,Automatic,2,Good,Silver,Yes,No,Yes,Yes,44,Collision,Full ,4 stars,No,No,Yes,Steel,Yes,13,1,17920.84809,three,0.020754008,2.18688372,3588.35899,170.7,63.2,1697.540338,5220,20370.48405
Toyota Tundra,2014,Hybrid,Automatic,2,Good,Beige,No,Yes,No,Yes,1,No,Full ,5 stars,Yes,No,Yes,Hubcaps,Yes,34,1,33746.09963,4,0.008711247,3.057220624,3715.682252,156.9,62.7,738.976583,5107,8867.718996
Nissan Juke,2017,Electric,Manual,4,Good,Black,No,No,No,Yes,2,Collision,Partial Service,2 stars,Yes,No,No,Forged,Yes,11,3,12001.55567,three,-0.003260235,1.956586778,3624.529439,184.5,72,2662.123914,6579,31945.48697
Nissan Juke,2010,Electric,Manual,4,Good,Brown,No,No,No,Yes,3,Collision,Full ,4 stars,Yes,No,Yes,Forged,Yes,15,3,11036.42096,three,0.012012139,2.597384575,3048.662974,193,61.1,2828.558133,5600,33942.69759
Nissan Murano,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,Collision,No Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,7,50,7784.721428,three,-0.004080754,1.99674388,2946.387209,159.3,64.3,2940.523652,4957,35286.28382
Honda Pilot,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No,No Service,2 stars,No,No,Yes,Alloy,No,28,2,5104.930148,two,-0.020381245,1.668912421,3365.321247,160.9,70.9,3387.551916,5213,40650.62299
Toyota Tundra,2015,Petrol,Automatic,4,Good,Silver,No,No,No,Yes,1,Third Party,Full ,2 stars,Yes,Yes,No,Chrome,No,31,1,35424.45888,six,-0.010080863,3.332447666,4042.788259,179.3,65.3,698.8528422,5548,8386.234106
Nissan Murano,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,3,No,Partial Service,1 star,Yes,No,No,Steel,No,20,50,9979.811603,three,-0.018707919,2.255418163,3414.177819,189.5,65.3,3059.997778,4883,36719.97334
Honda Pilot,2004,Petrol,Manual,4,Fair,Yellow,No,No,No,No,2,No,No Service,Not rated/Unknown,Yes,No,Yes,Steel,No,30,2,7123.009482,three,-0.003515135,2.337430373,2807.779346,194.1,71.3,3191.204253,5552,38294.45103
Ford Fusion,2011,Hybrid,Automatic,2,Good,Black,Yes,Yes,No,Yes,3,Third Party,Full ,5 stars,Yes,Yes,Yes,Chrome,No,28,1,22768.74052,five,0.000184184,2.128610362,3370.3598,184.1,64.3,1196.458596,6427,14357.50315
Ford Fusion,2010,Hybrid,Automatic,4,Good,Brown,No,No,Yes,Yes,44,Collision,Full ,2 stars,No,Yes,No,Forged,No,16,2,21414.70761,4,0.016764373,2.331906537,3426.878934,149.3,70.9,1237.334581,6053,14848.01497
Honda Pilot,2002,Petrol,Manual,4,Good,Black,No,No,No,No,2,No,No Service,Not rated/Unknown,Yes,No,Yes,Steel,No,26,2,6303.79032,three,0.003269274,1.837281809,3243.033703,184.7,66.6,3458.217888,4605,41498.61465
Honda Pilot,2002,Petrol,Manual,4,Good,Black,No,No,No,No,2,No,No Service,Not rated/Unknown,No,No,No,Chrome,No,21,3,5416.086068,three,-0.002191005,1.935219108,3308.287153,177.7,62.5,3152.65578,4860,37831.86936
Toyota Tundra,2014,Electric,Manual,2,Excellent,Beige,No,Yes,Yes,Yes,2,No,No Service,4 stars,No,No,Yes,Steel,No,9,2,27329.29222,three,0.008294056,2.328151656,3813.676354,203.7,61.1,522.798086,6137,6273.577032
Toyota Corolla,2019,Hybrid,Manual,4,Good,Black,No,No,No,Yes,2,Third Party,Partial Service,3 stars,No,Yes,No,Chrome,No,16,2,24783.80393,six,-0.022111353,2.470796121,3418.869269,162.3,71.9,1260.679024,5926,15128.14829
Ford Escape,2015,Electric,Automatic,2,Good,Silver,Yes,No,No,Yes,1,Third Party,Full ,4 stars,Yes,Yes,No,Chrome,No,19,3,21371.77521,4,0.002356146,2.183746404,3734.377071,163.5,71.2,1431.940879,4327,17183.29055
Nissan Murano,2005,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,3,Third Party,Full ,1 star,No,No,Yes,Forged,No,13,3,9872.935265,two,0.007708652,2.492477152,3532.875387,164,71,2668.953865,5694,32027.44638
Ford Fusion,2010,Hybrid,Automatic,2,Excellent,Brown,Yes,Yes,No,Yes,2,No,No Service,1 star,Yes,Yes,No,Alloy,No,11,1,27550.11389,4,-0.014785862,2.053568935,3629.924409,200.3,64.2,915.2873392,4477,10983.44807
Nissan Murano,2002,Petrol,Manual,4,Good,Black,No,No,No,No,2,No,Partial Service,Not rated/Unknown,Yes,No,No,Alloy,No,13,2,7421.350416,three,0.01143754,2.317203308,2808.861003,189.1,68,2998.149509,4844,35977.79411
Nissan Murano,2007,Petrol,Manual,4,Fair,Yellow,No,No,No,No,44,Third Party,Full ,1 star,Yes,No,No,Steel,No,26,3,9952.193299,three,0.003384964,2.095391504,3318.486068,158,69.3,2562.236288,4946,30746.83546
Toyota Tundra,2014,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,3,Comprehensive,Partial Service,3 stars,No,No,Yes,Hubcaps,No,28,3,15505.13136,six,-0.004152879,2.571858326,3099.450837,164.5,61.2,2116.009246,6520,25392.11095
Chevrolet Impala,2006,Hybrid,Automatic,4,Good,Brown,Yes,No,Yes,Yes,3,Collision,Full ,4 stars,Yes,No,Yes,Forged,Yes,32,4,17235.96429,six,0.006327819,2.537501177,3655.128867,202.5,72.3,2071.572866,6297,24858.87439
Chevrolet Impala,2005,Hybrid,Manual,2,Good,Brown,No,No,No,Yes,3,Collision,Partial Service,5 stars,No,Yes,No,Chrome,Yes,24,1,20085.61621,two,0.022706929,2.746334143,3730.323009,197.3,65.9,1233.974408,5511,14807.6929
Honda Pilot,2008,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No,No Service,Not rated/Unknown,No,No,No,Hubcaps,No,30,3,7222.312474,three,0.001818663,2.083225055,3282.176469,149.1,72.8,3078.443933,4490,36941.3272
Toyota Corolla,2019,Hybrid,Automatic,4,Good,Silver,No,No,Yes,Yes,1,Third Party,Partial Service,5 stars,No,No,Yes,Steel,Yes,9,1,23376.29976,three,0.002482206,3.045118029,3616.850165,179.6,64.3,1244.121127,5707,14929.45352
Nissan Murano,2008,Petrol,Manual,4,Good,Yellow,No,No,No,No,44,Collision,Partial Service,1 star,No,No,Yes,Hubcaps,No,33,4,8896.915326,two,-0.004593609,1.350116174,3307.341415,146,60.8,2939.091208,5314,35269.09449
Chevrolet Impala,2007,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,3,Collision,Full ,Not rated/Unknown,Yes,No,Yes,Chrome,No,9,2,17310.23937,five,-0.008498444,2.333133516,3339.681229,178.3,64.3,1721.034381,4359,20652.41257
Nissan Murano,2004,Petrol,Manual,4,Good,Brown,No,No,No,No,3,Third Party,No Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,29,3,8046.351864,three,0.008303358,2.463279219,3232.230083,184.6,71.9,2654.901627,4469,31858.81952
Chevrolet Volt,2012,Electric,Manual,4,Good,Silver,No,No,Yes,Yes,2,Comprehensive,Full ,4 stars,Yes,No,Yes,Forged,Yes,11,3,18487.95086,two,-0.008560838,2.093185959,3398.042648,173.5,66.8,1379.351342,4563,16552.2161
Chevrolet Volt,2009,Hybrid,Automatic,4,Good,Brown,No,No,Yes,Yes,3,No,Partial Service,4 stars,Yes,No,Yes,Steel,Yes,15,4,14992.2517,six,0.000715662,2.289263953,3107.292293,150.2,66.7,2085.322127,4577,25023.86552
Chevrolet Impala,2003,Electric,Automatic,4,Good,Brown,No,No,No,Yes,3,Collision,Full ,Not rated/Unknown,Yes,No,Yes,Chrome,Yes,16,2,19669.51387,two,-0.004776574,1.520103813,3478.295083,181.2,65.1,1344.193166,6296,16130.31799
Toyota Tundra,2014,Hybrid,Automatic,2,Good,Silver,No,No,No,Yes,3,Comprehensive,Full ,4 stars,No,Yes,Yes,Steel,No,6,2,22416.36408,three,0.004789798,1.92329698,3099.832205,169.4,69.4,1202.007594,6584,14424.09113
Ford Escape,2005,Electric,Manual,2,Excellent,Black,Yes,Yes,Yes,Yes,3,Third Party,Full ,4 stars,No,No,No,Forged,Yes,7,2,22721.35424,five,0.003336621,2.173684447,3579.723864,190.7,67.4,1021.050898,5277,12252.61077
Nissan Murano,2002,Electric,Manual,4,Good,Brown,No,No,No,Yes,3,Comprehensive,Full ,4 stars,No,No,No,Chrome,No,14,3,10449.06291,three,0.010375399,2.394231509,2900.799042,145.9,68,2827.159741,4437,33925.91689
Toyota Corolla,2020,Hybrid,Manual,2,Good,Brown,Yes,Yes,No,Yes,1,Comprehensive,Full ,1 star,Yes,Yes,Yes,Forged,Yes,21,1,29177.30523,six,-0.005100164,2.624764228,3808.755304,173.5,65.4,1101.960989,5942,13223.53187
Toyota Prius,2009,Electric,Automatic,2,Good,Beige,No,Yes,No,Yes,1,Comprehensive,Full ,5 stars,No,No,No,Steel,Yes,11,1,28949.88287,five,-0.002698749,2.359935995,3657.593382,197.9,60.3,568.0978698,6170,6817.174438
Toyota Corolla,2020,Hybrid,Automatic,2,Excellent,Beige,Yes,No,No,Yes,1,Comprehensive,Full ,5 stars,Yes,No,Yes,Hubcaps,Yes,28,2,27318.09752,three,-0.009787637,2.444766031,3663.403788,170.4,64.6,869.1710333,5843,10430.0524
Toyota Corolla,2020,Hybrid,Automatic,4,Good,Brown,No,No,Yes,Yes,2,Comprehensive,Partial Service,Not rated/Unknown,No,No,No,Chrome,No,32,1,20566.77732,two,-0.004442933,2.761123319,3673.678856,147.8,70.1,1411.01781,6214,16932.21372
Toyota Tundra,2013,Electric,Automatic,2,Excellent,Silver,No,No,Yes,Yes,1,No,Partial Service,2 stars,No,Yes,Yes,Alloy,No,14,1,41842.61838,six,0.003773005,2.886244915,3919.792093,157.2,69.3,634.2214438,4950,7610.657325
Honda Pilot,2000,Petrol,Manual,4,Good,Black,No,No,No,No,44,No,No Service,Not rated/Unknown,No,No,Yes,Alloy,No,24,3,6025.858827,two,0.007569886,2.156233213,3110.555128,188,68.3,3677.335386,6277,44128.02463
Nissan Murano,2001,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,44,Third Party,No Service,1 star,Yes,No,No,Chrome,No,10,3,9068.902189,three,-0.009221653,2.632728976,3336.887812,188.5,66.1,3009.859458,4155,36118.3135
Toyota Camry,2003,Hybrid,Manual,2,Good,Black,Yes,Yes,Yes,Yes,1,Third Party,Full ,5 stars,Yes,Yes,Yes,Steel,No,26,2,26370.35783,4,0.008696059,1.836995395,3922.512158,154.9,60.2,996.6594767,4377,11959.91372
Nissan Juke,2011,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,3,Collision,No Service,1 star,Yes,No,Yes,Chrome,No,15,2,8407.213327,three,0.013556379,1.618812228,3526.811705,146.9,71.8,2940.564609,5928,35286.77531
Honda Pilot,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No,No Service,Not rated/Unknown,Yes,No,No,Steel,No,15,2,6165.280079,three,0.004134349,1.943288214,3465.702634,141.8,68,3426.148988,6200,41113.78785
Honda Pilot,2006,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No,Partial Service,1 star,No,No,Yes,Chrome,No,12,2,5900.257016,three,0.018767958,2.559419275,3348.119614,169,72.8,3555.061831,4966,42660.74197
Nissan Murano,2008,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,3,Third Party,No Service,Not rated/Unknown,Yes,No,No,Alloy,No,13,2,9013.912405,two,-0.007737892,1.98491815,3561.52353,191.6,67.3,2623.631977,4152,31483.58372
Chevrolet Volt,2009,Petrol,Manual,4,Fair,Brown,Yes,No,Yes,Yes,2,Comprehensive,No Service,4 stars,Yes,No,Yes,Chrome,No,7,4,14650.7078,five,-0.012446547,2.253104645,4127.679724,189.1,68.1,1912.114137,4581,22945.36964
Ford Fusion,2012,Hybrid,Automatic,4,Fair,Brown,Yes,No,Yes,Yes,2,Comprehensive,Partial Service,4 stars,No,Yes,Yes,Forged,Yes,25,1,19428.28749,two,-0.017787202,2.318946061,3636.218009,197.8,69,1569.845146,5880,18838.14175
Chevrolet Volt,2014,Hybrid,Automatic,4,Excellent,Silver,Yes,No,No,Yes,2,Third Party,Full ,2 stars,No,Yes,No,Chrome,Yes,32,2,22026.90075,three,0.014960443,2.628190319,3618.891295,179.9,60.8,1372.639683,5346,16471.6762
Chevrolet Bolt,2017,Petrol,Manual,4,Good,Brown,No,No,No,Yes,2,Collision,Partial Service,4 stars,No,No,No,Alloy,Yes,9,3,18344.41786,five,0.006543657,2.387179601,3888.955639,195.7,62.2,1583.403196,4231,19000.83835
Chevrolet Bolt,2018,Hybrid,Manual,2,Good,Black,No,No,Yes,Yes,2,Comprehensive,Full ,5 stars,Yes,Yes,Yes,Steel,Yes,33,1,23436.82478,three,-0.000555847,2.672315412,4075.721298,187.7,60.2,1310.051403,6561,15720.61683
Toyota Prius,2008,Hybrid,Automatic,4,Excellent,Black,No,No,No,Yes,1,Third Party,Partial Service,2 stars,No,No,Yes,Hubcaps,Yes,13,1,35309.05137,4,0.002799686,2.403089749,3618.78925,159,61.5,880.6269575,4850,10567.52349
Honda Pilot,2005,Petrol,Manual,4,Good,Yellow,No,No,No,No,3,No,No Service,Not rated/Unknown,No,No,No,Hubcaps,No,31,3,7429.648583,two,-0.01125489,2.220375727,3657.342966,208.2,67,3131.925834,4574,37583.11001
Chevrolet Volt,2012,Electric,Manual,4,Good,Brown,Yes,No,No,Yes,2,Collision,Partial Service,3 stars,Yes,No,No,Forged,Yes,8,2,14154.47352,4,0.02445752,2.040494082,3277.041608,154,67.1,2219.609656,5853,26635.31587
Honda Pilot,2001,Petrol,Manual,4,Good,Brown,No,No,No,No,3,No,No Service,Not rated/Unknown,No,No,Yes,Chrome,No,7,3,7611.020367,two,0.001292212,2.056024148,3291.510245,196.4,70.4,3212.617597,5963,38551.41116
Nissan Juke,2013,Petrol,Manual,4,Good,Brown,No,No,No,No,3,Third Party,Partial Service,Not rated/Unknown,Yes,No,Yes,Chrome,No,14,4,9510.30033,three,0.001093948,2.027634951,3141.037379,178.4,72.1,2856.873865,6379,34282.48638
Ford Escape,2005,Electric,Automatic,4,Excellent,Brown,Yes,Yes,Yes,Yes,2,Collision,Full ,4 stars,Yes,Yes,Yes,Forged,No,33,1,22889.38093,three,0.007257666,2.747690009,3963.893938,196.8,64.4,1117.555803,5535,13410.66963
Nissan Murano,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,Third Party,Full ,Not rated/Unknown,Yes,No,No,Hubcaps,No,16,3,9069.28872,three,0.004810092,1.711837209,2640.644479,204.1,60.8,2940.440129,5325,35285.28155
Nissan Murano,2003,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,3,Third Party,Partial Service,2 stars,No,No,Yes,Alloy,No,9,3,9174.140677,three,0.00223884,2.067016719,3421.301481,192.5,68.9,2890.623183,5681,34687.4782
Toyota Corolla,2020,Hybrid,Automatic,4,Good,Silver,Yes,No,No,Yes,1,No,Partial Service,3 stars,No,Yes,No,Hubcaps,Yes,14,2,27997.03216,three,-0.007904745,2.687030129,3248.2924,144.6,60.3,330.705751,4156,3968.469012
Ford Escape,2019,Electric,Automatic,2,Excellent,Black,Yes,No,Yes,Yes,1,No,Full ,1 star,No,Yes,Yes,Forged,No,11,1,33199.12329,two,0.004714684,2.97692768,3886.260446,155.8,72,571.4611918,4686,6857.534301
Nissan Murano,2002,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No,Partial Service,Not rated/Unknown,Yes,No,No,Hubcaps,No,6,2,7240.996303,two,0.018820245,2.076358245,3173.763709,161.6,69.2,3416.122976,6507,40993.47571
Nissan Murano,2008,Electric,Automatic,4,Good,Black,No,No,No,Yes,3,Third Party,No Service,4 stars,No,No,Yes,Hubcaps,Yes,15,50,12615.10986,two,0.0134542,2.004095392,3687.861431,142.8,64.5,2482.316943,4697,29787.80331
Ford Escape,2013,Electric,Manual,4,Excellent,Silver,No,No,No,Yes,2,Third Party,Full ,1 star,Yes,No,No,Hubcaps,No,32,1,30036.37655,4,0.015931866,2.598281221,3639.267738,149.8,60.7,757.9770711,4803,9095.724853
Ford Escape,2019,Hybrid,Automatic,4,Excellent,Brown,No,No,No,Yes,3,Collision,Full ,4 stars,No,Yes,No,Chrome,Yes,8,3,23289.16736,five,-0.005112157,2.103429502,3198.691992,170.3,69.8,1141.318748,5763,13695.82497
Nissan Murano,2002,Petrol,Manual,4,Good,Yellow,No,No,No,No,2,Collision,No Service,1 star,Yes,No,Yes,Alloy,No,12,3,8953.51169,two,-0.009896048,2.152898294,3283.341482,175,61.4,2794.252812,4123,33531.03374
Ford Fusion,2007,Electric,Manual,2,Good,Brown,No,No,No,Yes,3,Third Party,Full ,4 stars,Yes,No,No,Steel,Yes,14,2,18611.68374,three,-0.001257869,2.909154362,3075.521898,147.1,62,1610.546365,5969,19326.55638
Nissan Murano,2002,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,2,Third Party,No Service,1 star,Yes,No,No,Steel,No,13,3,8337.832052,two,0.000557249,1.769233259,3922.589494,169.6,60.2,3015.635143,4726,36187.62171
Nissan Murano,2005,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,Collision,No Service,1 star,Yes,No,No,Chrome,No,33,2,8789.218956,three,0.010941915,2.051385634,3513.422216,168.2,71.4,3127.031957,4993,37524.38348
Toyota Corolla,2022,Electric,Manual,4,Excellent,Brown,Yes,No,Yes,Yes,1,Third Party,Full ,5 stars,Yes,No,Yes,Steel,No,26,2,25484.1414,six,-0.016924646,2.247456799,3961.132783,191.2,71.9,1169.018752,6171,14028.22502
Chevrolet Volt,2015,Hybrid,Automatic,4,Fair,Brown,Yes,No,No,Yes,3,Comprehensive,Partial Service,4 stars,Yes,No,Yes,Steel,Yes,33,2,17911.32096,4,0.015295503,2.313681049,3222.737364,193.8,61.1,1676.829496,5582,20121.95395
Nissan Murano,2002,Electric,Manual,4,Fair,Yellow,No,No,No,Yes,44,Third Party,No Service,4 stars,Yes,No,Yes,Steel,No,18,3,10841.70712,three,-0.001580079,1.731037121,3656.723013,207.1,67.8,2532.545835,4646,30390.55002
Honda Pilot,2008,Petrol,Manual,4,Fair,Yellow,No,No,No,No,3,No,No Service,2 stars,Yes,No,Yes,Hubcaps,No,29,2,6851.360049,two,-0.004268811,2.234886335,3498.670332,200.7,62.5,3353.220948,4425,40238.65137
Chevrolet Volt,2013,Hybrid,Manual,2,Fair,Brown,Yes,No,Yes,Yes,44,Third Party,Full ,Not rated/Unknown,Yes,No,No,Hubcaps,No,23,1,18716.02554,two,-0.010121044,2.602092599,3351.051392,207.8,72.9,1285.124653,4677,15421.49583
Chevrolet Bolt,2018,Electric,Manual,4,Good,Silver,Yes,No,No,Yes,2,Collision,Partial Service,Not rated/Unknown,Yes,No,No,Alloy,No,24,2,17869.1264,three,-0.016548567,1.318653751,2952.328303,165.9,63.4,1725.402938,5056,20704.83525
Chevrolet Volt,2009,Electric,Automatic,2,Excellent,Brown,No,No,Yes,Yes,2,Collision,Full ,5 stars,Yes,No,Yes,Chrome,Yes,29,1,21429.39632,two,0.008231706,3.107540856,3297.149147,150.9,66.5,1369.289477,6262,16431.47372
Toyota Tundra,2016,Hybrid,Manual,2,Excellent,Brown,No,No,No,Yes,1,Comprehensive,Full ,5 stars,Yes,Yes,No,Hubcaps,Yes,14,1,30197.69045,two,0.00073318,2.634571266,3304.306399,183.3,70.3,535.3973256,4940,6424.767907
Nissan Murano,2008,Petrol,Manual,4,Good,Yellow,No,No,No,Yes,3,Collision,Full ,1 star,No,No,No,Steel,Yes,31,3,10367.44948,two,-0.012899609,2.31911324,3532.168823,206,70.7,2783.741064,6171,33404.89277
Toyota Prius,2008,Electric,Automatic,2,Good,Brown,No,Yes,Yes,Yes,2,Comprehensive,Partial Service,5 stars,No,Yes,Yes,Alloy,Yes,29,2,23971.24062,three,-0.012950788,2.215335481,3363.391871,154,70.4,1011.019908,4446,12132.23889
Nissan Juke,2009,Petrol,Manual,4,Fair,Yellow,No,No,No,Yes,3,No,Partial Service,4 stars,Yes,No,Yes,Alloy,No,25,4,11358.47138,three,-0.003357847,2.234785414,3600.625115,157.2,60.4,2442.837573,5916,29314.05088
Toyota Tundra,2012,Hybrid,Manual,4,Excellent,Beige,Yes,Yes,No,Yes,1,Comprehensive,Full ,5 stars,No,Yes,No,Steel,Yes,34,1,30174.35251,4,0.016690215,2.54759893,3744.487055,163.1,69.8,1015.402165,4664,12184.82598
Toyota Prius,2006,Hybrid,Automatic,2,Good,Silver,Yes,No,No,Yes,2,Comprehensive,Partial Service,5 stars,Yes,Yes,Yes,Steel,No,11,1,24770.21474,five,-0.002595914,2.559995927,3854.867717,171.2,64.7,915.3832017,6414,10984.59842
Honda Pilot,2002,Petrol,Manual,4,Fair,Brown,No,No,No,No,44,No,No Service,Not rated/Unknown,No,No,No,Alloy,No,32,2,4282.508865,two,-0.01503143,1.75600897,3204.349202,146.2,69.7,3945.493945,4778,47345.92734
Toyota Tundra,2014,Hybrid,Manual,4,Good,Silver,Yes,Yes,No,Yes,1,No,No Service,3 stars,Yes,Yes,No,Forged,Yes,26,1,42475.02883,six,-0.002457431,3.275382812,4007.35488,190.4,61.7,620.2054769,4666,7442.465723
Ford Fusion,2012,Electric,Automatic,2,Good,Beige,Yes,No,Yes,Yes,44,Third Party,Full ,2 stars,No,No,Yes,Steel,Yes,17,1,21230.74953,4,-0.002727236,1.986357661,3196.804113,185.4,65,1460.466875,4531,17525.6025
Honda Pilot,2008,Petrol,Manual,4,Fair,Brown,No,No,No,No,44,No,Partial Service,Not rated/Unknown,Yes,No,Yes,Steel,No,9,50,6917.243461,three,-0.026968866,2.314259504,2783.784249,150.1,67.7,3514.881729,6231,42178.58075
Toyota Tundra,2014,Hybrid,Manual,4,Excellent,Silver,No,No,Yes,Yes,2,No,No Service,1 star,No,No,No,Alloy,Yes,14,1,27079.54537,4,-0.000542949,2.629348794,3377.314789,195.3,60.9,1040.613109,4917,12487.35731
Chevrolet Bolt,2019,Petrol,Automatic,4,Good,Brown,No,No,No,Yes,2,Third Party,Partial Service,4 stars,Yes,No,Yes,Forged,Yes,15,3,12981.80591,4,-0.002309345,2.117229811,3258.284499,182.8,64.7,2320.692898,4970,27848.31477
Ford Escape,2013,Hybrid,Automatic,4,Good,Brown,Yes,Yes,Yes,Yes,1,Collision,Partial Service,4 stars,No,Yes,No,Forged,No,8,2,25179.0678,4,0.006962064,2.422086228,3634.143962,142.3,62.3,965.8779,4780,11590.5348
Ford Escape,2005,Hybrid,Manual,2,Excellent,Black,No,No,Yes,Yes,1,Comprehensive,Full ,5 stars,No,Yes,No,Forged,Yes,22,1,30860.44447,two,0.018489561,2.388882849,3334.490056,163.6,60.7,963.2979533,4368,11559.57544
Ford Escape,2020,Electric,Manual,2,Good,Brown,No,Yes,Yes,Yes,3,Comprehensive,Partial Service,4 stars,No,No,Yes,Forged,Yes,34,1,23388.83464,two,0.01126565,2.114325889,3541.057462,179.1,70.4,1244.87904,5370,14938.54848
Honda Pilot,2003,Petrol,Manual,4,Fair,Brown,No,No,No,No,2,No,No Service,Not rated/Unknown,Yes,No,Yes,Steel,No,12,3,6191.616552,three,-0.002688887,2.055566232,3379.88957,147.5,60.6,3097.066903,5602,37164.80283
